node_id,name,verdict,category,reason,status
C00641,Wan Shu,legendary,kata,"[panel, medium confidence] As a lineage node this denotes Wanshu / Wang Ji, the 1683 Qing sapposhi envoy traditionally credited with teaching in Tomari and as namesake of the Wanshu kata. The envoy is historical but his martial teaching is semi-legendary lineage tradition, so keep flagged as legendary rather than delete as a kata name.",proposed
C00657,Yoshimura UDUN,person,other,"[panel, medium confidence] 'Udun' designates the Yoshimura princely house, but in karate lineage charts 'Yoshimura Udun' conventionally denotes the house's karate figure Yoshimura Chogi (1866-1945), a student of Matsumura-line masters and well attested in Okinawan karate literature. Keep as a person under the conventional individual, consistent with the Makabe Udun entries.",proposed
Q105016253,Shingo Hayashi,non_person,other,"[panel, high confidence] Wrong entity: Wikidata Q105016253 is Shingo Hayashi the Japanese Olympic dressage equestrian (b. 25 Jan 1985, Sapporo), matching the node's 1985 birth year. Not a martial artist; the lone generic 'Te' tag is scrape noise. Remove.",proposed
Q1126552,Jesus Martinez,non_person,other,"[panel, high confidence] Wikidata Q1126552 is a Wikimedia disambiguation page for the common name Jesus Martinez, not any individual; the 1934-2025 dates were spuriously attached. Pure scrape artefact with only the generic 'Te' tag. Remove.",proposed
Q11476774,Hiroshi Shima,non_person,other,"[panel, high confidence] Wrong entity: Wikidata Q11476774 is Hiroshi Shima (Shima Hiroshi, 1918-2003), a Japanese novelist from Kagawa Prefecture; dates match the node exactly. No karateka of this identity exists; 'Te' tag is scrape noise. Remove.",proposed
Q15987804,Hideo Yamamoto,person,,"[panel, high confidence] Wikidata Q15987804 is explicitly a Japanese karateka: Hideo Yamamoto, b. 1955 Tokyo, Kokushikan University, student of Masatoshi Nakayama (JKA Shotokan line). Correct entity for a karate lineage dataset; the enwiki cinematographer/manga artist articles the panel worried about are different people.",proposed
Q21491858,Akamine,non_person,other,"[panel, high confidence] Wikidata Q21491858 is the family-name item 'Akamine' (a surname record with phonetic codes), not a person; the birth year 1962 is spurious. If a kobudo Akamine (Eisuke or Hiroshi, Ryukyu Kobudo Shimbukan) is needed, that must be a separate correctly linked node. Remove this artefact.",proposed
Q3048317,Muqi,non_person,out_of_scope,"Tang/Song-dynasty Zen figure, out of scope for the karate lineage. Removed per Ahmad, 2026-07-09.",confirmed
Q3118758,Guan Xiu,non_person,out_of_scope,"Tang/Song-dynasty Zen figure, out of scope for the karate lineage. Removed per Ahmad, 2026-07-09.",confirmed
Q345012,Huineng,non_person,out_of_scope,"Tang/Song-dynasty Zen figure, out of scope for the karate lineage. Removed per Ahmad, 2026-07-09.",confirmed
Q48762989,Shingo Hayashi,non_person,other,"[panel, high confidence] Same wrong entity as Q105016253: resolves to Shingo Hayashi the Japanese dressage equestrian, b. 25 Jan 1985, Sapporo (2020 Olympics). Not a martial artist; duplicate scrape artefact. Remove.",proposed
Q6766745,Mark Bishop,person,,"[panel, medium confidence] The name in a te-lineage dataset denotes the real karate/kobudo researcher-practitioner Mark Bishop, author of 'Okinawan Karate: Teachers, Styles and Secret Techniques' and a student of Okinawan teachers including Seikichi Uehara; he belongs in the lineage. However, Wikidata Q6766745 is Thomas Mark Bishop, an Australian Labor senator b. 29 Jun 1954: the QID link and the 1954 birth year are a wrong-entity reconciliation and should be stripped while keeping the person node.",proposed
Q935081,Robert John Burke,person,,"[panel, high confidence] Entity match is correct and he is a real martial artist: Robert John Burke, American actor b. 12 Sep 1960, holds a second-degree black belt in Matsubayashi Shorin-ryu per Wikipedia, which matches the node's Shorin-Ryu style tag. He is alive; the death year 2013 is erroneous and must be deleted.",proposed
Q1040902,Tadashi Nakamura,wrong_entity_suspected,,"The famous karate Tadashi Nakamura (Kyokushin, founder of World Seido Karate) was born 1942 and is living; 1929-2019 matches a different Tadashi Nakamura. QID mismatch.",proposed
Q10899651,Henry Liu,non_person,wrong_entity,"[entity audit] Wikidata Q10899651 with dates 1932-1984 is Henry Liu (Liu Yiliang / 'Jiang Nan'), the Taiwanese-American journalist assassinated in Daly City in 1984. He was a writer, not a martial artist. Web search finds no notable karateka named Henry Liu (only a child tou",proposed
Q11755899,Henry Cook,non_person,wrong_entity,"[entity audit] Q11755899 is not a person at all: it is a Wikimedia disambiguation page for the name 'Henry Cook'. The dataset dates 1886-1939 match no documented karateka. The only notable karate figure with this name is Harry Cook (born Henry Wilson Cook, 1949), the British",proposed
Q1192158,Yasunori Matsumoto,non_person,wrong_entity,"[entity audit] Q1192158 (b. 7 Feb 1960, matching the dataset) is Yasunori Matsumoto the Japanese voice actor (Chuo University, career from 1987). His Wikipedia article mentions no martial arts (only university cycle racing). The 'kudo' style tag is a scrape artefact (the ent",proposed
Q1493062,Willie Williams,wrong_entity_suspected,,"The Kyokushin fighter Willie Williams (famous for the bear fight) lived 1951-2019. Dates 1925-2011 match a different Willie Williams, so the wrong entity was linked.",proposed
Q16797282,Noel Smith,non_person,wrong_entity,"[entity audit] Q16797282 is a Wikimedia disambiguation page for 'Noel Smith', not a person; the dataset dates 1895-1955 correspond to no karateka (they fit the American film director Noel M. Smith, 1895-1955, listed on that disambiguation page). The only martial-arts Noel Sm",proposed
Q1691502,Joe Lewis,wrong_entity_suspected,,The karate/kickboxing legend Joe Lewis lived 1944-2012; 1895-1986 matches an unrelated Joe Lewis on enwiki. Clear QID mismatch. [RESOLVED by entity audit: wrong_entity],rejected
Q18230165,George Mattson,wrong_entity_suspected,,"George E. Mattson, the American Uechi-Ryu pioneer, was born 1937 and is not deceased on these dates. Dates 1908-1997 match a different George Mattson (likely the American football player), so the wrong entity was linked. [RESOLVED by entity audit: wrong_entity]",rejected
Q18783605,David Scot,non_person,wrong_entity,"[entity audit] Q18783605 is David Scot (c. 1770-1834), a Scottish orientalist and writer; the dataset dates match him exactly. Wikidata records no martial-arts connection whatsoever, and no karateka named David Scot exists in any lineage source consulted. A 1770-1834 Scottis",proposed
Q226474,Campbell,non_person,wrong_entity,"[entity audit] Q226474 is a Wikimedia disambiguation page for the surname/given name 'Campbell', not a person, with no martial-arts content. The dataset dates 1870-1938 cannot be attributed to any identifiable karate or taekwondo figure named only 'Campbell'; a bare surname ",proposed
Q251784,Anan,wrong_entity_suspected,place,"The lineage node intends the semi-legendary Chinese sailor/teacher Anan of Tomari-te legend (also a Ryuei-Ryu kata name), but low QID Q251784 with no dates almost certainly resolves to the Japanese city Anan (Tokushima) or a disambiguation page. If re-pointed to the man, flag him as legendary. [RESOLVED by entity audit: wrong_entity]",rejected
Q2632773,Shingo Araki,non_person,wrong_entity,"[entity audit] Q2632773 is Shingo Araki (1 Jan 1939 - 1 Dec 2011), the Japanese anime character designer famous for Saint Seiya; the dataset dates match him exactly. He was never a martial artist. Searches find no karateka named Shingo Araki (the only martial-arts 'Araki' hi",proposed
Q2943981,Tatsuo Yamada,wrong_entity_suspected,,"The karate/kickboxing pioneer Tatsuo Yamada (founder of Nihon Kempo Karate-do) lived 1905-1967. Dates 1956-2009 exactly match the Japanese actor Tatsuo Yamada (1956-2009), so the wrong Wikidata entity was linked. [RESOLVED by entity audit: wrong_entity]",rejected
Q295085,Toyama,wrong_entity_suspected,,"Q295085 is a Wikimedia disambiguation page (Toyama place name), not a person. The Toyama-ryu style tag suggests the intended node is Kanken Toyama (1888-1966, Shudokan founder) or the Toyama military academy sword line; either way the matched QID is wrong. [RESOLVED by entity audit: wrong_entity]",rejected
Q3518915,Terry ONeill,wrong_entity_suspected,,"Q3518915 is a Wikimedia disambiguation page, not a person. Row dates 1938-2019 match the photographer Terry O'Neill; the intended lineage figure is the British Shotokan (KUGB) karateka Terry O'Neill, born 1948, editor of Fighting Arts International. [RESOLVED by entity audit: wrong_entity]",rejected
Q3857461,Mike Stone,wrong_entity_suspected,,"The karate champion Mike Stone (associate of Elvis Presley) was born 1943 and did not die in 2002. Dates 1951-2002 exactly match Mike Stone the English record producer (Queen), so the wrong entity was linked. [RESOLVED by entity audit: wrong_entity]",rejected
Q4807592,Ason,wrong_entity_suspected,concept,"The lineage node intends the semi-legendary Chinese military attache Ason, an early Naha-te teacher named in 19th-century accounts, but the English Wikipedia article 'Ason' is about the ancient Japanese hereditary court title (asomi), a concept not a person. If re-pointed to the man, flag him as legendary. [RESOLVED by entity audit: wrong_entity]",rejected
Q6119718,Steve Armstrong,non_person,wrong_entity,"[entity audit] Q6119718 is Steve Armstrong the American professional wrestler (born 16 March 1965, son of Bob Armstrong), matching the dataset's 1965 birth; the death 1987 matches nothing and is itself an artefact. The intended karate figure is Steve Armstrong (born 22 Septe",proposed
Q6183244,Jerry Bell,non_person,wrong_entity,"[entity audit] Q6183244 is a Wikimedia disambiguation page; the dataset birth 1959 belongs to Jerry Bell the American football tight end listed there. The intended person is 'Jerry Bell (karate)', an American singer-karateka whose English Wikipedia article was deleted and no",proposed
Q6227103,John Corcoran,wrong_entity_suspected,,"John Corcoran the martial arts author/editor was born circa 1946. Dates 1842-1919 match a 19th-century John Corcoran (politician or similar), so the wrong entity was linked. [RESOLVED by entity audit: wrong_entity]",rejected
Q6739958,Makoto Nakamura,wrong_entity_suspected,,The Kyokushin two-time World Open champion Makoto Nakamura was born 1953; birth 1970 matches a different Makoto Nakamura on enwiki (likely an athlete in another sport). [RESOLVED by entity audit: wrong_entity],rejected
Q7147128,Patrick McCarthy,wrong_entity_suspected,,The karate researcher Patrick McCarthy (Bubishi translator) was born 1954; 1848-1921 matches an unrelated Patrick McCarthy on enwiki (politician/mayor era). Clear QID mismatch. [RESOLVED by entity audit: wrong_entity],rejected
Q7327071,Richard Kim,wrong_entity_suspected,,"The karate master and historian Richard Kim (Dai Nippon Butoku Kai) lived 1917-2001. Dates 1932-2009 do not match him, suggesting a different Richard Kim was linked.",proposed
Q7446703,Seiichi Iju,wrong_entity_suspected,,Birth year 2011 is impossible for a Shorin-ryu Shorinkan master; either the QID captured a different entity (organisation/dojo) or the date field was polluted. Needs re-matching. [RESOLVED by entity audit: correct_entity],rejected
Q7614246,Steve Waters,non_person,wrong_entity,"[entity audit] Q7614246 is Steve Waters the British playwright, screenwriter and university teacher, born 1965 in Coventry, which matches the dataset's 1965. He has no martial-arts connection, and searches found no documented karateka named Steve Waters anywhere (Wikipedia's",proposed
Q845437,Masanori Ishikawa,non_person,wrong_entity,"[entity audit] Q845437 is Masanori Ishikawa the Japanese baseball pitcher (born 22 January 1980, Akita; Tokyo Yakult Swallows, 2000 Olympics), matching the dataset's 1980. Searches found no notable karateka named Masanori Ishikawa (only unrelated instructors surnamed Ishikaw",proposed
Q862634,Bill Wallace,wrong_entity_suspected,,"'Superfoot' Bill Wallace, the karate/kickboxing champion, was born 1945 and is still alive. Dates 1924-2012 match a different Bill Wallace, so the wrong entity was linked. [RESOLVED by entity audit: wrong_entity]",rejected
Q922328,Masahiko Tanaka,wrong_entity_suspected,,"Style field contains 'Ryu Shaman King': this QID is the Japanese voice actor Masahiko Tanaka (b. 1954, voices Ryunosuke in Shaman King), not the JKA kumite champion Masahiko Tanaka (b. 1940). [RESOLVED by entity audit: wrong_entity]",rejected
Q1372130,Sho Hashi,non_person,out_of_scope,"[island research] First Sho dynasty king of Ryukyu, not a martial artist; both verifiers concur the pair is out of scope.",proposed
Q1060301,Sho Chu,non_person,out_of_scope,"[island research] First Sho dynasty king of Ryukyu, not a martial artist; both verifiers concur the pair is out of scope.",proposed
